_index,_type,_id,_score,sort,_source.proposal_title,_source.pgrp_center,_source.institution_name,_source.purchase_request_number,_source.grant_number,_source.pr_task,_source.technical_representative,_source.principal_investigator,_source.award_date,_source.pop_end_date,_source.pop_start_date,_source.program_title,_source.case_state
nasa-public,grants,80NSSC19K1547_P00002,,[-9223372036854775808],FORMING HOT JUPITERS NEAR AND FAR,HQ,California Institute of Tech (Caltech),,80NSSC19K1547 P00002,Funding |,STEPHEN RINEHART,KONSTANTIN BATYGIN,,2020-08-31,2019-09-01,FUTURE INVESTIGATORS IN NASA EARTH AND SPACE SCIENCE AND TECHNOLOGY (FINESST)-2019 NEW PROPOSALS,Cancelled
nasa-public,grants,80NSSC18K1499_CANCELLED,,[-9223372036854775808],SPURS-2 Synthesis: Multi-scale Integration of Freshwater Into the Upper Eastern Pacific Ocean,HQ,University of Washington,,80NSSC18K1499 CANCELLED,Administrative | Administrative - Other,ERIC LINDSTROM,ANDREY SHCHERBINA,,2020-08-31,2018-09-01,Ocean Salinity Field Campaign SPURS-2 Processing and Synthesis,Cancelled
nasa-public,grants,80NSSC17K0468_P00003,,[-9223372036854775808],THE NATURE AND CHARACTERIZATION OF M DWARF TERRESTRIAL PLANETS,HQ,UNIVERSITY OF WASHINGTON,,80NSSC17K0468 P00003,Administrative |,Rebecca McCauley Rench,VICTORIA MEADOWS,,2020-08-31,2017-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2017,Cancelled
nasa-public,grants,80NSSC19K1476,,[-9223372036854775808],A Rapidly Spinning Black Hole in the (Halo of) the Galaxy?,GSFC,Washington University at St. Louis,4200706387,80NSSC19K1476,Receiving,Keith Gendreau,MICHAEL NOWAK,,2020-08-31,2019-09-01,NICER Guest Observer Cycle 1,Cancelled
nasa-public,grants,80NSSC18K1407_CANCELLED,,[-9223372036854775808],IMPROVING THE ACCURACY OF GROUND-LEVEL FINE AEROSOL CONCENTRATION ESTIMATES BY USING NOVEL REMOTE SENSING TECHNIQUES,HQ,NORTH CAROLINA STATE UNIVERSITY,,80NSSC18K1407 CANCELLED,Funding | Funding - Extension and Additional Time,Allison Leidner,NICHOLAS MESKHIDZE,,2020-08-31,2018-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2018,Cancelled
nasa-public,grants,80NSSC18K1423_P00001,,[-9223372036854775808],"INTEGRATING AIRBORNE LIDAR, LANDSAT-8 AND SENTINEL-2 DATA TO MAP BRAZILIAN AMAZON TROPICAL MOIST FOREST BIOME (BATMFB) CANOPY HEIGHT",HQ,SOUTH DAKOTA STATE UNIVERSITY,,80NSSC18K1423 P00001,Receiving,Allison Leidner,DAVID ROY,,2020-08-31,2018-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2018,Cancelled
nasa-public,grants,80NSSC19K0049,,[-9223372036854775808],ROBOTICS EDUCATION & COMPETITION NASA GROWTH INITIATIVE,JSC,"ROBOTICS EDUCATION AND COMPETITION FOUNDATION, INC.",,80NSSC19K0049,Distribution,Lucien Junkin,RON KATZ,,2020-09-01,2018-10-18,ROBOTICS OUTREACH COMPETITION (ROC-II),Cancelled
nasa-public,grants,80NSSC19K0049_P00001,,[-9223372036854775808],ROBOTICS EDUCATION & COMPETITION NASA GROWTH INITIATIVE,JSC,"ROBOTICS EDUCATION AND COMPETITION FOUNDATION, INC.",,80NSSC19K0049 P00001,Distribution,Lucien Junkin,RON KATZ,,2020-09-01,2018-10-18,ROBOTICS OUTREACH COMPETITION (ROC-II),Cancelled
nasa-public,grants,80NSSC20K1306_P00002,,[-9223372036854775808],Live Search for X-ray Treasures: XMM-Newton Follow-up,GSFC,University of New Hampshire,,80NSSC20K1306 P00002,Funding |,KIMBERLY WEAVER,Dacheng Lin,,2020-09-11,2020-06-26,XMM-Newton Cycle 18,Cancelled
nasa-public,grants,80NSSC19M0021,,[-9223372036854775808],COMMUNITY TOOLS FOR ANALYSIS OF NASA EARTH OBSERVING SYSTEM DATA IN THE CLOUD,HQ,"ELEMENT 84, INC.",,80NSSC19M0021,Receiving,Kevin Murphy,Daniel Pilone,,2020-09-13,2018-09-14,ADVANCING COLLABORATIVE CONNECTIONS FOR EARTH SYSTEM SCIENCE,Cancelled
nasa-public,grants,80NSSC17K0700_CANCELLED,,[-9223372036854775808],"PHYTOPLANKTON COMMUNITY STRUCTURE, CARBON STOCK, CARBON EXPORT AND CARBON FLUX: WHAT ROLE DO DIATOMS PLAY IN THE NORTH PACIFIC AND NORTH ATLANTIC OCEANS?",HQ,BOWDOIN COLLEGE,,80NSSC17K0700 CANCELLED,Administrative |,Laura Lorenzoni,COLLIN ROESLER,,2020-09-18,2017-09-19,OCEAN BIOLOGY AND BIOGEOCHEMISTRY,Cancelled
nasa-public,grants,80NSSC17K0593_CANCELLED,,[-9223372036854775808],REFLECTIVE SPATIAL HETERODYNE SPECTROMETERS FOR HIGH-RESOLVING-POWER EMISSION-LINE CHARACTERIZATION FROM ORBITAL AND REMOTE MISSIONS.,HQ,UNIVERSITY OF ARIZONA,,80NSSC17K0593 CANCELLED,Administrative |,Rainee Simons,Walter Harris,,2020-09-18,2017-09-19,MATURATION OF INSTRUMENTS FOR SOLAR SYSTEM EXPLORATION,Cancelled
nasa-public,grants,80NSSC17K0722_CANCELLED,,[-9223372036854775808],THE ROLE OF MOIST CONVECTION IN TITAN'S HYDROLOGIC CYCLE AND GENERAL CIRCULATION,HQ,University of California-Los Angeles,,80NSSC17K0722 CANCELLED,Administrative | Administrative - Other,MARY VOYTEK,JUAN LORA,,2020-09-25,2017-09-26,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,80NSSC17K0722_S01,,[-9223372036854775808],THE ROLE OF MOIST CONVECTION IN TITAN'S HYDROLOGIC CYCLE AND GENERAL CIRCULATION,HQ,University of California-Los Angeles,,80NSSC17K0722 S01,Distribution,MARY VOYTEK,JUAN LORA,,2020-09-25,2017-09-26,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,80NSSC17K0767_P00003,,[-9223372036854775808],THERMAL PROPERTIES OF PLANETARY REGOLITH,HQ,Johns Hopkins University,,80NSSC17K0767 P00003,Receiving,Delia Liza Santiago-materese,MICHAEL MELLON,,2020-09-27,2017-09-28,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,NNX15AK10G_S013,,[-9223372036854775808],LUNAR ORBITER LASER ALTINETER INVESTIGATION AND ASSOCIATED SCIENCE,GSFC,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,NNX15AK10G S013,Funding | Funding - Augmentation,Patrick Taylor,David Smith,,2020-09-30,2015-05-01,UNSOLICITED,Cancelled
nasa-public,grants,NNX17AJ15G_S008,,[-9223372036854775808],COMMUNITY AND SECONDARY EDUCATION OUTREACH USING THE ALASKA SATELLITE FACILITY'S (ASF) GROUND STATION,GSFC,UNIVERSITY OF ALASKA - FAIRBANKS,,NNX17AJ15G S008,Funding |,RYAN TURNER,JEREMY NICOLL,,2020-09-30,2017-03-27,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC19K1400,,[-9223372036854775808],Membership Renewal and IP Initiative Funding,GSFC,"Open Geospatial Consortium, Inc",,80NSSC19K1400,CS Approve,Christopher Lynnes,GEORGE PERCIVALL,,2020-09-30,2019-10-01,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC18K1287_P00004,,[-9223372036854775808],SMALL-SAT PROPELLANT MANAGEMENT TECHNOLOGY,AFRC,Purdue University,,80NSSC18K1287 P00004,Funding | Funding - Augmentation,Earl Adams,STEVEN COLLICOTT,,2020-09-30,2018-06-15,NASA FLIGHT OPPORTUNITIES (FO) APPENDIX F1(B),Cancelled
nasa-public,grants,80NSSC18K1117_P00004,,[-9223372036854775808],DEVELOPMENT OF A DOUBLE HEMISPHERICAL LANGMUIR PROBE FOR THE ADVANCEMENT OF SPACE PLASMA MEASUREMENTS,HQ,UNIVERSITY OF COLORADO -BOULDER,,80NSSC18K1117 P00004,Funding | Funding - De-Obligation,Roshanak Hakimzadeh,Mihaly Horanyi,,2020-09-30,2019-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2018,Cancelled
nasa-public,grants,NNX17AH02A__CXS01,,[-9223372036854775808],DUAL QUATERNION BASED 6 DEGREE-OF-FREEDOM (DOF) GUIDANCE FOR SPACE VEHICLES,JSC,UNIVERSITY OF WASHINGTON,4200617853,NNX17AH02A  CXS01,Funding | Funding - Incremental,Edward Robertson,MEHRAN MESBAHI,,2020-09-30,2017-04-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18K1080_CANCELLED,,[-9223372036854775808],MECHANISMS OF RADIATION-INDUCED CHANGES IN SUSTAINED ATTENTION AND SOCIAL PROCESSING.,JSC,Johns Hopkins University,,80NSSC18K1080 CANCELLED,Funding | Funding - De-Obligation P.I. Transfer,Diana Risin,CATHERINE DAVIS,,2020-09-30,2018-04-15,APPENDIX E: SPACE RADIOBIOLOGY AND HUMAN HEALTH COUNTERMEASURES TOPICS,Cancelled
nasa-public,grants,80NSSC19K0050_P00001,,[-9223372036854775808],DEVELOPING AND ENCOURAGING AMERICA'S FUTURE AUTONOMOUS ROBOTIC ENGINEERING WORKFORCE THROUGH PARTICIPATION IN THE BOTBALL EDUCATIONAL ROBOTICS PROGRAM,JSC,KISS Institute for Practical Robotics,,80NSSC19K0050 P00001,Package Processing,BRENDA COLLINS,STEVE GOODGAME,,2020-09-30,2015-10-01,ROBOTICS OUTREACH COMPETITION (ROC-II),Cancelled
nasa-public,grants,80NSSC19K1253,,[-9223372036854775808],Investigating the Fate of Cold and Heavy Ions at the Magnetopause,GSFC,Johns Hopkins University,4200701017,80NSSC19K1253,Receiving,Guan Le,Sarah Vines,,2020-09-30,2019-10-01,SINGLE SOURCE,Cancelled
nasa-public,grants,NNX15AT34A_CANCELLED_S28,,[-9223372036854775808],JCET:2015-2020-A PROPOSAL FOR CONTINUED RESEARCH IN THE EARTH SYSTEMS SCIENCES,GSFC,University of Maryland-Baltimore County,4200621478,NNX15AT34A CANCELLED S28,CS Approve,TORRY A JOHNSON,BELAY DEMOZ,,2020-09-30,2015-10-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18M0124_CANCELLED,,[-9223372036854775808],PIERCE COLLEGE/JPL SOLAR SYSTEM LAB,HQ,LOS ANGELES COMMUNITY COLLEGE DISTRICT,,80NSSC18M0124 CANCELLED,Administrative | Administrative - Other,TORRY JOHNSON,Travis Orloff,,2020-09-30,2018-10-01,MINORITY UNIVERSITY RESEARCH AND EDUCATION PROJECT (MUREP) INNOVATIONS IN SPACE TECHNOLOGY CURRICULUM (MISTC),Cancelled
nasa-public,grants,NNX15AT34A_CANCELLED,,[-9223372036854775808],JCET:2015-2020-A PROPOSAL FOR CONTINUED RESEARCH IN THE EARTH SYSTEMS SCIENCES,GSFC,University of Maryland-Baltimore County,4200621478,NNX15AT34A CANCELLED,Funding |,TORRY A JOHNSON,Belay Demoz,,2020-09-30,2015-10-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0050,,[-9223372036854775808],DEVELOPING AND ENCOURAGING AMERICA'S FUTURE AUTONOMOUS ROBOTIC ENGINEERING WORKFORCE THROUGH PARTICIPATION IN THE BOTBALL EDUCATIONAL ROBOTICS PROGRAM,JSC,KISS INSTITUTE FOR PRACTICAL ROBOTICS,,80NSSC19K0050,Resolve/FPDS-NG,Lucien Junkin,STEVE GOODGAME,,2020-09-30,2015-10-01,ROBOTICS OUTREACH COMPETITION (ROC-II),Cancelled
nasa-public,grants,NNX16AF62G_S012,,[-9223372036854775808],VAN ALLEN PROBES MISSION SCIENCE SUPPORT,GSFC,NEW MEXICO CONSORTIUM,4200730317,NNX16AF62G S012,Package Processing,David Sibeck,GEOFFREY  REEVES,,2020-09-30,2016-05-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18K0005_S001,,[-9223372036854775808],"MARS AND VENUS LABORATORY AERONOMY BY ELECTRON IMPACT FOR MAVEN, MARS EXPRESS, AND VENUS EXPRESS",HQ,UNIVERSITY OF COLORADO - BOULDER,,80NSSC18K0005 S001,Administrative |,MARY VOYTEK,JOSEPH AJELLO,,2020-10-01,2017-10-02,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,80NSSC18K0135_S001,,[-9223372036854775808],GLOBE STUDENT RESEARCH SYMPOSIA (GLOBE SRS): BUILDING CAPACITY AND COMMUNITY FOR A SUSTAINABLE MODEL,HQ,University of New Hampshire,,80NSSC18K0135 S001,Funding |,Lin Chambers,JENNIFER BOURGEAULT,,2020-10-15,2017-10-16,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC21K0178,,[-9223372036854775808],"WR 140, APPROACHING APASTRON",GSFC,Catholic University Of America,4200747362,80NSSC21K0178,Package Prep,Keith Gendreau,Michael Corcoran,,2020-10-22,2020-10-23,COMPETED,Cancelled
nasa-public,grants,80NSSC20K0243_CANCELLED,,[-9223372036854775808],Biomarkers as Predictors of Resiliency and Susceptibility to Stress in Space Flight,JSC,RUSH UNIVERSITY MEDICAL CENTER,,80NSSC20K0243 CANCELLED,Funding | Funding - Incremental,Kelly Reid,NAMNI GOEL,,2020-10-22,2019-10-23,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC19K0153_P00001,,[-9223372036854775808],"Intensive Swift/ground-based/HST accretion disk reverberation mapping of the ""bare"" active galactic nucleus Fairall 9",GSFC,UNIVERSITY OF MARYLAND,,80NSSC19K0153 P00001,Funding | Funding - De-Obligation,Stephen Cenko,RICK EDELSON,,2020-10-29,2018-10-30,Swift Guest Investigator - Cycle 14,Cancelled
nasa-public,grants,80NSSC19K1281_P00002,,[-9223372036854775808],Solar Spicules and Their Magnetic Reconnection,MSFC,George Mason University,,80NSSC19K1281 P00002,Funding |,ALPHONSE STERLING,JIE ZHANG,,2020-10-30,2019-11-01,SINGLE SOURCE,Cancelled
nasa-public,grants,NNX13AL10A_cancelled,,[-9223372036854775808],MATERIAL IGNITION AND SUPPRESSION TEST (MIST) IN SPACE EXPLORATION ATMOSPHERES,GRC,UNIVERSITY OF CALIFORNIA - BERKELEY,,NNX13AL10A cancelled,Administrative | Administrative - Other,SANDRA L OLSON,CARLOS FERNANDEZ-PELLO,,2020-10-31,2013-05-21,RESEARCH OPPORTUNITIES IN COMBUSTION SCIENCE,Cancelled
nasa-public,grants,80NSSC19K0159_Cancelled,,[-9223372036854775808],Investigating the role of pre-shear and pre-stretching in the transient extensional flow of dilute polymer solutions: Modeling benchmarking and numerical simulations,GRC,ROCHESTER INSTITUTE OF TECHNOLOGY,4200728569,80NSSC19K0159 Cancelled,Funding | Funding - Incremental,David Chao,MICHAEL CROMER,,2020-10-31,2018-11-01,Use of the NASA Physical Sciences Informatics System - Appendix D,Cancelled
nasa-public,grants,80NSSC19K1684_CANCELLED,,[-9223372036854775808],Modeling Sonic Boom Propagation From Supersonic Aircraft: Prediction of Off-track Focus Booms,ARC,PENNSYLVANIA STATE UNIVERSITY,,80NSSC19K1684 CANCELLED,|,CAROLYN KNOWLES,VICTOR SPARROW,,2020-11-04,2019-09-05,2019 NASA Fellowship Activity,Cancelled
nasa-public,grants,80NSSC20K1405_CANCELLED,,[-9223372036854775808],Advanced Techniques to Specify Irregularities with Ground- and Space-based Sensors,HQ,,4200792327,80NSSC20K1405 CANCELLED,Funding | Funding - Incremental,James Spann,Keith Groves,,2020-11-05,2020-09-01,Space Weather Science Applications Operations 2 Research,Cancelled
nasa-public,grants,80NSSC19K0669_CANCELLED,,[-9223372036854775808],INVESTIGATING HYDRATED SILICATES AND ORGANIC COMPOUNDS ON ASTEROID 1999 JU3-SETI,JSC,JOHNS HOPKINS UNIVERSITY/ APPLIED PYHSICS LAB,,80NSSC19K0669 CANCELLED,Funding | Funding - Incremental,JEFFREY GROSSMAN,Charles Hibbitts,,2020-11-08,2018-11-09,HAYABUSA2 PARTICIPATING SCIENTIST,Cancelled
nasa-public,grants,80NSSC19K0401_P00002,,[-9223372036854775808],INVESTIGATING HYDRATED SILICATES AND ORGANIC COMPOUNDS ON ASTEROID 1999 JU3-SETI,HQ,Johns Hopkins University/Applied Physics Lab,4200696010,80NSSC19K0401 P00002,Receiving,JEFFREY GROSSMAN,DRISS TAKIR,,2020-11-08,2018-11-09,HAYABUSA2 PARTICIPATING SCIENTIST,Cancelled
nasa-public,grants,NNX17AC48G_CANCELLED,,[-9223372036854775808],MICROGRAVITY INVESTIGATION OF CEMENT SOLIDIFICATIONS (MICS),MSFC,PENNSYLVANIA STATE UNIVERSITY,,NNX17AC48G CANCELLED,Funding |,Jan Rogers,Aleksandra Radlinska,,2020-11-21,2016-11-22,RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERANTIONAL SPACE STATION,Cancelled
nasa-public,grants,80NSSC19K0599_CANCELLED,,[-9223372036854775808],FOAM OPTICS AND MECHANICS,GRC,,,80NSSC19K0599 CANCELLED,Funding | Funding - Incremental,John Mcquillen,DOUGLAS DURIAN,,2020-11-30,2019-02-20,UNSOLICITED,Cancelled
nasa-public,grants,NNX17AC30A_cancelled,,[-9223372036854775808],"EXTENDED SUPPORT FOR THE CHEMIN MINERALOGICAL INSTRUMENT DURING THE MARS SCIENCE LABORATORY (MSL'11) MISSION: EXPERIMENT PLANNING, DATA ANALYSIS, AND MISSION OPERATIONS",ARC,SETI INSTITUTE,,NNX17AC30A cancelled,Administrative | Administrative - 1st No Cost Extension,MARK FONDA,PHILIPPE SARRAZIN,,2020-11-30,2016-12-01,MARS SCIENCE LABORATORY INVESTIGATIONS,Cancelled
nasa-public,grants,80NSSC19K0599_P00007,,[-9223372036854775808],FOAM OPTICS AND MECHANICS,GRC,UNIVERSITY OF PENNSYLVANIA,,80NSSC19K0599 P00007,Package Processing,DAVID CHOA,DOUGLAS DURIAN,,2020-11-30,2019-02-20,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0666_P00006,,[-9223372036854775808],Electrical System Support for the High resolustion Mid?InfrarEd Spectrometer (HIRMES),GSFC,THE CATHOLIC UNIVERSITY OF AMERICA,,80NSSC19K0666 P00006,Funding | Funding - De-Obligation,MATTHEW GREENHOUSE,George Nehmetallah,,2020-11-30,2019-05-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18K0228_S001,,[-9223372036854775808],RADIATIVE TRANSFER AND PARTIAL LEAST SQUARES MODELING OF OTES AND OVIRS SPECTRA IN SUPPORT OF THE ASTEROID OPERATIONAL PHASE OF THE OSIRIS-REX MISSION,HQ,"Research Foundation for SUNY, Stony Brook",,80NSSC18K0228 S001,Funding |,JEFFREY GROSSMAN,Timothy Glotch,,2020-11-30,2017-12-01,OSIRIS REX PARTICIPATING SCIENTISTS PROGRAM,Cancelled
nasa-public,grants,80NSSC19K0199,,[-9223372036854775808],Gas Diffusion Electrochemical Cells for CO2 to Acetate Conversion,ARC,Stanford University,4200672696,80NSSC19K0199,Package Processing,John Hogan,MATTHEW KANAN,,2020-11-30,2018-12-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0199_P00001,,[-9223372036854775808],Gas Diffusion Electrochemical Cells for CO2 to Acetate Conversion,ARC,Leland Stanford Junior University,,80NSSC19K0199 P00001,Package Processing,John Hogan,MATTHEW KANAN,,2020-11-30,2018-12-01,UNSOLICITED,Cancelled
nasa-public,grants,NNX17AC79G_cancelled,,[-9223372036854775808],POLYMICROBIAL BIOFILM GROWTH AND CONTROL DURING SPACEFLIGHT,MSFC,Texas State University,4200648079,NNX17AC79G cancelled,Funding | Funding - Incremental,Jan Rogers,ROBERT MCLEAN,,2020-12-04,2016-12-05,RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERNATIONAL SPACE STATION,Cancelled
nasa-public,grants,80NSSC19K1183_P00003,,[-9223372036854775808],MISSION DESIGN TOOL FOR AUTOMATED MISSED-THRUST DESIGN WITH MULTIPLE OUTAGES,HQ,Purdue University,,80NSSC19K1183 P00003,Administrative |,HUNG NGUYEN,JAMES LONGUSKI,,2020-12-04,2019-08-15,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIPS (NSTRF) - FALL 2019,Cancelled
nasa-public,grants,NNX16AC82G_S007,,[-9223372036854775808],IDENTIFYING CLOUD PROPERTIES AND ALTITUDE: SPECTRAL IMAGE CUBES TO ACCOMPANY AKATSUKI IMAGE DATA,HQ,SOUTHWEST RESEARCH INSTITUTE,,NNX16AC82G S007,Funding |,ADRIANA OCAMPO,ELIOT  YOUNG,,2020-12-09,2015-12-10,VENUS CLIMATE ORBITER PARTICIPATING SCIENTIST PROGRAM,Cancelled
nasa-public,grants,80NSSC20K01,,[-9223372036854775808],test,HQ,test,,80NSSC20K01,,Charles Werneth,JOHN TWEED,,2020-12-10,2020-03-12,test,Cancelled
nasa-public,grants,NNX15AM28G_S013,,[-9223372036854775808],LIGHTING PROTOCOLS FOR EXPLORATION ? HERA CAMPAIGN,JSC,"BRIGHAM AND WOMEN'S HOSPITAL, INC.",,NNX15AM28G S013,Funding | Funding - Augmentation,Diana Risin,STEVEN LOCKLEY,,2020-12-31,2015-07-01,NASA RESEARCH AND TECHNOLOGY DEVELOPMENT TO SUPPORT CREW HEALTH AND PERFORMANCE IN SPACE EXPLORATION MISSIONS,Cancelled
nasa-public,grants,80NSSC20K0248,,[-9223372036854775808],Unveiling the Nature of Fossil Groups with XMM-HST II: Reducing Variance,GSFC,"Eureka Scientific, Inc.",4200716259,80NSSC20K0248,CS Approve,KIMBERLY WEAVER,Renato Dupke,,2020-12-31,2020-01-01,XMM-Newton Cycle 18,Cancelled
nasa-public,grants,80NSSC17K0674_P00008,,[-9223372036854775808],ESIP: MAKING EARTH SCIENCE DATA MATTER THROUGH A COMMUNITY PLATFORM,HQ,FOUNDATION FOR EARTH SCIENCE INFORMATION PARTNERS (ESIP),4200771367,80NSSC17K0674 P00008,Funding |,Kevin Murphy,Susan Shingledecker,,2020-12-31,2017-10-01,"TOPICAL WORKSHOPS, SYMPOSIA, AND CONFERENCES",Cancelled
nasa-public,grants,80NSSC18K0902_CANCELLED,,[-9223372036854775808],"A MEASUREMENT-BASED CHARACTERIZATION OF THE HYPERSPECTRAL REFLECTANCE OF BREAKING WAVES, SUBSURFACE TURBULENT KINETIC ENERGY DISSIPATION RATES, AND AIR ENTRAINMENT AS A FUNCTION OF PHYSICAL FORCING",HQ,University of Connecticut,,80NSSC18K0902 CANCELLED,Funding | Funding - De-Obligation,Allison Leidner,KAYLAN RANDOLPH,,2020-12-31,2018-05-08,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,Cancelled
nasa-public,grants,80NSSC19K0349_CANCELLED,,[-9223372036854775808],Applying Supervised Machine Learning Approaches to the Reconstruction of High-energy Tracked Compton and Low-energy Pair Events,GSFC,UNIVERSITY OF CALIFORNIA - BERKELEY,,80NSSC19K0349 CANCELLED,Funding |,Valerie Connaughton,ANDREAS ZOGLAUER,,2020-12-31,2019-01-01,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,NNX15AP37A_S020,,[-9223372036854775808],VIRGINIA AIR & SPACE CENTER ? LARC VISITOR CENTER,LARC,Virginia Air & Space Center,,NNX15AP37A S020,CS Approve,ROBERT D WYMAN,ROBERT GRIESMER,,2020-12-31,2015-08-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC17K0252_CANCELLED,,[-9223372036854775808],THE DEEP PROJECT: DETECTING EXTRATERRESTRIAL PIEZOPHILES IN OCEAN WORLD ANALOGS,HQ,RENSSELAER POLYTECHNIC INSTITUTE,,80NSSC17K0252 CANCELLED,Funding | Funding - Incremental,MARY VOYTEK,KARYN ROGERS,,2020-12-31,2018-01-01,PLANETARY SCIENCE AND TECHNOLOGY THROUGH ANALOG RESEARCH,Cancelled
nasa-public,grants,80NSSC18M0139_CANCELLED,,[-9223372036854775808],Albany State University NASA MUREP Aerospace Academy,GRC,Albany State Universtiy,,80NSSC18M0139 CANCELLED,Administrative |,Priscilla Mobley,ROBERT  OWOR,,2020-12-31,2019-01-01,Minority University Research and Education Project (MUREP) Aerospace Academy (MAA),Cancelled
nasa-public,grants,80NSSC18K0902_P00003,,[-9223372036854775808],"A MEASUREMENT-BASED CHARACTERIZATION OF THE HYPERSPECTRAL REFLECTANCE OF BREAKING WAVES, SUBSURFACE TURBULENT KINETIC ENERGY DISSIPATION RATES, AND AIR ENTRAINMENT AS A FUNCTION OF PHYSICAL FORCING",HQ,University of Connecticut,,80NSSC18K0902 P00003,Receiving,ALLISON LEIDNER,KAYLAN RANDOLPH,,2020-12-31,2018-05-08,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,Cancelled
nasa-public,grants,NNX15AP37A_CANCELLED,,[-9223372036854775808],VIRGINIA AIR & SPACE CENTER ? LARC VISITOR CENTER,LARC,Virginia Air and Space Center,4200785191,NNX15AP37A CANCELLED,Funding | Funding - Incremental,ROBERT D WYMAN,ROBERT GRIESMER,,2020-12-31,2015-08-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0027_P00002,,[-9223372036854775808],Examining Europa's Tentative Plume Activity Through Ground-based IR Observations,HQ,THE CATHOLIC UNIVERSITY OF AMERICA,,80NSSC19K0027 P00002,Package Processing,Delia Santiago-materese,Lucas Paganini,,2020-12-31,2019-01-01,Solar System Workings,Cancelled
nasa-public,grants,80NSSC19K0388_cancelled,,[-9223372036854775808],Disintegrating Rocky Bodies Transiting White Dwarfs: The Key To Understanding Exoplanet Compositions,GSFC,"UNIVERSITY OF TEXAS, AUSTIN",,80NSSC19K0388 cancelled,Funding | Funding - De-Obligation,Patricia Boyd,Andrew Vanderburg,,2021-01-01,2019-01-02,Transiting Exoplanet Survey Satellite - Cycle 1,Cancelled
nasa-public,grants,NNX16AB95A_cancelled,,[-9223372036854775808],AEROKATS and ROVER Education Network (AREN),HQ,WAYNE COUNTY REGIONAL EDUCATIONAL SERVIC,4200734553,NNX16AB95A cancelled,Funding | Funding - Incremental,Kristen Erickson,DAVID BYDLOWSKI,,2021-01-03,2016-01-04,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
nasa-public,grants,NNX16AC68A_CANCELLED,,[-9223372036854775808],COSMOQUEST: ENGAGING STUDENTS & THE PUBLIC THROUGH A VIRTUAL RESEARCH FACILITY,HQ,Southern Illinois University Edwardsville,,NNX16AC68A CANCELLED,Receiving,Kristen Erickson,PAMELA GAY,,2021-01-03,2016-01-04,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
nasa-public,grants,NNX16AB95A_CANCELLED,,[-9223372036854775808],AEROKATS and ROVER Education Network (AREN),HQ,WAYNE COUNTY REGIONAL EDUCATIONAL SERVIC,,NNX16AB95A CANCELLED,|,Kristen Erickson,DAVID BYDLOWSKI,,2021-01-03,2016-01-04,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
nasa-public,grants,NNX16AC65A_Cancelled,,[-9223372036854775808],NASA'S UNIVERSE OF LEARNING: AN INTEGRATED ASTROPHYSICS STEM LEARNING AND LITERACY PROGRAM,HQ,SPACE TELESCOPE SCIENCE INSTITUTE,,NNX16AC65A Cancelled,Administrative | Administrative - Other,Kristen Erickson,Denise Smith,,2021-01-03,2016-01-04,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
