award_key,award_id,generated_award_id,award_type,award_type_code,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,award_description,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,recipient_district,pop_city,pop_state,pop_zip,pop_district,total_obligated,total_potential_value,detected_by,sources,override_status
CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-,80MSFC22CA005,CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-,contract,D,LOCKHEED MARTIN CORP,2025-09-30,F,P00032,0.00,MARS ASCENT VEHICLE INTEGRATED SYSTEM (MAVIS),RESEARCH AND DEVELOPMENT SERVICES RELATED TO THE PRODUCTION OF THE MARS ASCENT VEHICLE INTEGRATED SYSTEMCHAN,12257 S WADSWORTH BLVD,,LITTLETON,CO,80125,07,LITTLETON,CO,80125,07,103080002.51,274362203.00,action_code,mirror,
CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-,80GSFC23CA030,CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-,contract,D,HONEYBEE ROBOTICS LLC,2025-09-29,F,P00010,343290.45,"TERMINATE FOR CONVENIENCE AGREEMENT - MARS SAMPLE RETURN (MSR) CAPTURE, CONTAINMENT AND RETURN SYSTEMS (CCRS) EARTH ENTRY SYSTEM (EES) SPIN EJECT MECHANISM (SEM) FOR SMD DIRECTORATE.","MARS SAMPLE RETURN (MSR) CAPTURE, CONTAINMENT AND RETURN SYSTEMS (CCRS) EARTH ENTRY SYSTEM (EES) SPIN EJECT MECHANISM (SEM) TO SUPPORT THE ENTRY VEHICLE DURING ALL THE MISSION PHASES",1830 LEFTHAND CIR,STE C,LONGMONT,CO,80501,02,LONGMONT,CO,80501,02,7129014.07,7129014.07,both,mirror,
ASST_NON_80NSSC24K0115_080,80NSSC24K0115,ASST_NON_80NSSC24K0115_080,grant,04,VIRGINIA STATE UNIVERSITY,2025-09-25,D,P00003,-149900.00,TERMINATION FOR CONVENIENCE AGREEMENT - HERE TO OBSERVE SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),23H2O230009 VIRGINIA STATE UNIVERSITY NASA H2O PROGRAM,1 HAYDEN DR,,PETERSBURG,VA,23803,04,PETERSBURG,VA,23803,04,0.00,,description,mirror,
ASST_NON_80NSSC24K1193_080,80NSSC24K1193,ASST_NON_80NSSC24K1193_080,grant,04,CORNELL UNIVERSITY,2025-09-25,D,P00002,-164732.25,TERMINATION FOR CONVENIENCE AGREEMENT - TOPICAL WORKSHOPS SYMPOSIUMS AND CONFERENCES SCIENCE MISSION DIRECTORATE (SMD/PLANETARY),AN INNOVATIVE WORKSHOP ON EDIA FOR LEADERS IN PLANETARY SCIENCE,341 PINE TREE RD,,ITHACA,NY,14850,19,ITHACA,NY,14850,19,95267.75,,description,mirror,
ASST_NON_80NSSC25K7032_080,80NSSC25K7032,ASST_NON_80NSSC25K7032_080,grant,04,EMORY UNIVERSITY,2025-09-25,D,P00003,-209014.09,TERMINATION FOR CONVENIENCE AGREEMENT - ADVANCING ENVIRONMENTAL JUSTICE IN ATLANTA THROUGH GIS-ENABLED COMMUNITY ENGAGEMENT - SUPPORT FOR SMD DIRECTORATE,ADVANCING ENVIRONMENTAL JUSTICE IN ATLANTA THROUGH GIS-ENABLED COMMUNITY ENGAGEMENT,201 DOWMAN DR NE,,ATLANTA,GA,30322,05,ATLANTA,GA,30322,05,72879.91,,description,mirror,
CONT_AWD_80GSFC25P0001_8000_-NONE-_-NONE-,80GSFC25P0001,CONT_AWD_80GSFC25P0001_8000_-NONE-_-NONE-,contract,B,ARES TECHNICAL SERVICES CORPORATION,2025-09-24,F,P00001,-144118.00,"SMAS III PHASE-IN - SUPPORTS DEVELOPMENT OF SAFETY AND MISSION ASSURANCE REQUIREMENTS AND THE INDEPENDENT SURVEILLANCE, AUDIT, REVIEW AND ASSESSMENT OF DESIGN, DEVELOPMENT, TEST, AND MISSION OPERATIONS ACTIVITIES.","SMAS III PHASE-IN - SUPPORTS DEVELOPMENT OF SAFETY AND MISSION ASSURANCE REQUIREMENTS AND THE INDEPENDENT SURVEILLANCE, AUDIT, REVIEW AND ASSESSMENT OF DESIGN, DEVELOPMENT, TEST, AND MISSION OPERATIONS ACTIVITIES.",8444 WESTPARK DRIVE,STE 800,MCLEAN,VA,22102,11,GREENBELT,MD,20771,04,0.00,144118.00,action_code,mirror,
CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,80NSSC24FA979,CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,contract,A,"BRYCE SPACE AND TECHNOLOGY, LLC",2025-09-12,M,P00004,-124874.86,"TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPA CALL FOR OFFICE OF TECHNOLOGY, POLICY, AND STRATEGY INDEPENDENT DIAGNOSTIC AND STRATEGIC ADVISORY SUPPORT (OTPS-IDSAS).","TO PROVIDE NASA LEADERSHIP WITH INDEPENDENT DIAGNSOTICS AND STRATEGIC ADVISORY WORK ON MATTERS INVOLVING, TECHNOLOGY POLICY AND ECONOMICS THROUGH INDEPENDENT RESEARCH AND ANALYSIS THAT ANSWERS SPECIFIC QUESTIONS ON TOPICS OF INTEREST.",1737 KING ST STE 601,,ALEXANDRIA,VA,22314,08,ALEXANDRIA,VA,22314,08,645125.14,645125.14,description,mirror,
CONT_AWD_80GSFC23CA005_8000_-NONE-_-NONE-,80GSFC23CA005,CONT_AWD_80GSFC23CA005_8000_-NONE-_-NONE-,contract,D,SOUTHWEST RESEARCH INSTITUTE,2025-09-11,F,P00006,40788.00,COMPLETE TERMINATION FOR CONVENIENCE OF NASA GEOSPACE DYNAMICS CONSTELLATION (GDC) COMPREHENSIVE AURORAL PRECIPITATION EXPERIMENT (CAPE),GEOSPACE DYNAMICS CONSTELLATION (GDC) COMPREHENSIVE AURORAL PRECIPITATION EXPERIMENT (CAPE) PHASE A AND B BRIDGE,6220 CULEBRA RD,,SAN ANTONIO,TX,78238,20,SAN ANTONIO,TX,78238,20,2759020.00,2759020.00,both,mirror,
ASST_NON_80NSSC22K1681_080,80NSSC22K1681,ASST_NON_80NSSC22K1681_080,grant,04,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2025-09-10,D,P00005,-29778.36,TERMINATION FOR CONVENIENCE AGREEMENT - EARTH SCIENCE APPLICATIONS: EQUITY AND ENVIRONMENTAL JUSTICE SUPPORT FOR SMD/ESD,21-EEJ21-0061 INTEGRATION OF SATELLITE DATA ON AIR POLLUTION WITH SOCIOECONOMIC INDICATORS TO ASSESS THE IMPACTS OF AGRICULTURAL BURNING ON LOCAL COMMUNITIES IN THE LOWER RIO GRANDE VALLEY OF SOUTH TEXAS.,1201 WEST UNIVERSITY DR,,EDINBURG,TX,78539,15,EDINBURG,TX,78539,15,220220.64,,description,mirror,
CONT_AWD_80LARC25F7014_8000_80LARC20D0007_8000,80LARC25F7014,CONT_AWD_80LARC25F7014_8000_80LARC20D0007_8000,contract,C,CORNELL TECHNICAL SERVICES LLC,2025-08-29,B,P00001,0.00,"SURFACE MANAGEMENT, COST, AND SCHEDULE EVALUATION SUPPORT FOR THE RADIATION BUDGET INSTRUMENT (RBI) TERMINATION SETTLEMENT COST PROPOSAL","MANAGEMENT, COST, AND SCHEDULE EVALUATION SUPPORT FOR THE RADIATION BUDGET INSTRUMENT (RBI) TERMINATION SETTLEMENT COST PROPOSAL",9700 PATUXENT WOODS DR,,COLUMBIA,MD,21046,03,COLUMBIA,MD,21046,03,47913.00,47913.00,description,mirror,
ASST_NON_80NSSC21M0003_080,80NSSC21M0003,ASST_NON_80NSSC21M0003_080,grant,05,UNIVERSITIES SPACE RESEARCH ASSOCIATION,2025-08-27,D,P00011,-553617.77,TERMINATION FOR CONVENIENCE AGREEMENT - SCIENCE ACTIVATION PROGRAM INTEGRATION/ SCIENCE ENGAGEMENT & PARTNERSHIPS DIVISION FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD),PLANETARY EXPLORATION IS AMONG THE MOST EXCITING AND ACCESSIBLE OF THE SCIENCE ACTIVITIES FUNDED BY NASA OR ANY GOVERNMENT AGENCY. THE LUNAR AND PLANETARY INSTITUTE AND PARTNERS PROPOSE PLANETARY RESOURCES AND CONTENT HEROES (REACH) A PROCESS OR,7178 COLUMBIA GATEWAY DR,,COLUMBIA,MD,21046,03,COLUMBIA,MD,21046,03,2767668.23,,description,mirror,
ASST_NON_80NSSC22K0223_080,80NSSC22K0223,ASST_NON_80NSSC22K0223_080,grant,04,AMERICAN GEOPHYSICAL UNION,2025-08-27,D,P00006,-82614.13,TERMINATION FOR CONVENIENCE AGREEMENT - AGU AAS ASGSR TO NASA: SUPPORTING EARLY CAREER RESEARCHERS POST PANDEMIC - SUPPORT FOR SMD DIRECTORATE,AGU AAS ASGSR TO NASA: SUPPORTING EARLY CAREER RESEARCHERS POST PANDEMIC,2000 FLORIDA AVE NW STE 400,,WASHINGTON,DC,20009,98,WASHINGTON,DC,20009,98,1414711.87,,description,mirror,
CONT_AWD_80GSFC21C0057_8000_-NONE-_-NONE-,80GSFC21C0057,CONT_AWD_80GSFC21C0057_8000_-NONE-_-NONE-,contract,D,SCHLUMBERGER TECHNOLOGY CORPORATION,2025-08-18,F,P00013,20402.80,"TERMINATION FOR CONVENIENCE AGREEMENT - PULSED NEUTRON GENERATORS FOR THE NASA DRAGONFLY AND DRAGONFLY TITAN LANDER AND THE DEVELOPMENT AND ADVANCEMENT OF LUNAR INSTRUMENTATION (DALI), BULK ELEMENTAL COMPOSITION ANALYZER (BECA) INSTRUMENT.","PULSED NEUTRON GENERATORS FOR THE NASA DRAGONFLY AND DRAGONFLY TITAN LANDER AND THE DEVELOPMENT AND ADVANCEMENT OF LUNAR INSTRUMENTATION (DALI), BULK ELEMENTAL COMPOSITION ANALYZER (BECA) INSTRUMENT.",225 SCHLUMBERGER DR,,SUGAR LAND,TX,77478,07,SUGAR LAND,TX,77478,22,2855464.73,2855464.73,both,mirror,
ASST_NON_80NSSC24K0520_080,80NSSC24K0520,ASST_NON_80NSSC24K0520_080,grant,04,NATURAL AREAS CONSERVANCY INC,2025-08-15,D,P00002,-170395.18,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),ASSESSING ACCESS TO NATURE AND THEIR BENEFITS IN EJ COMMUNITIES ACROSS US CITIES,1234 5TH AVE,,NEW YORK,NY,10029,13,NEW YORK,NY,10029,13,315207.82,,description,mirror,
ASST_NON_80NSSC25K7034_080,80NSSC25K7034,ASST_NON_80NSSC25K7034_080,grant,04,UNIVERSITY OF OKLAHOMA,2025-08-15,D,P00002,-242615.17,TERMINATION FOR CONVENIENCE AGREEMENT - 23-EEJ23-0046 BUILDING CO-DESIGN AND CO-LEARNING DIGITAL TWINS AGAINST FLOODS ON TRIBAL LANDS IN SUPPORT OF INDIGENOUS COMMUNITIES,23-EEJ23-0046 BUILDING CO-DESIGN AND CO-LEARNING DIGITAL TWINS AGAINST FLOODS ON TRIBAL LANDS IN SUPPORT OF INDIGENOUS COMMUNITIES.,660 PARRINGTON OVAL RM 301,,NORMAN,OK,73019,04,NORMAN,OK,73019,04,34613.83,,description,mirror,
ASST_NON_80NSSC24K0892_080,80NSSC24K0892,ASST_NON_80NSSC24K0892_080,grant,04,GEORGE MASON UNIVERSITY,2025-08-14,D,P00002,-529129.00,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),22-IDS22-0059 DISPARITIES IN HEALTH AND SAFETY EFFECTS OF DUST STORMS IN THE UNITED STATES,4400 UNIVERSITY DR,,FAIRFAX,VA,22030,11,FAIRFAX,VA,22030,11,0.00,,description,mirror,
ASST_NON_80NSSC24K0176_080,80NSSC24K0176,ASST_NON_80NSSC24K0176_080,grant,04,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,2025-08-12,D,P00004,-373255.31,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCE SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),DEMOCRATIZING DATA TO SUPPORT ADAPTATION DECISION MAKING IN THE NORTH-ATLANTIC COASTAL PLAIN: LAND SUBSIDENCE COMPOUND FLOODING HAZARD AND WATER QUALITY,300 TURNER ST NW,STE 4200,BLACKSBURG,VA,24060,09,BLACKSBURG,VA,24060,09,390648.69,,description,mirror,
ASST_NON_80NSSC24K0178_080,80NSSC24K0178,ASST_NON_80NSSC24K0178_080,grant,04,BROWN UNIVERSITY,2025-08-12,D,P00003,-400605.72,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),NASA EARTH OBSERVATIONS FOR RESILIENT SALTON SEA COMMUNITIES,1 PROSPECT ST,,PROVIDENCE,RI,02912,01,PROVIDENCE,RI,02912,01,352074.28,,description,mirror,
ASST_NON_80NSSC24M0193_080,80NSSC24M0193,ASST_NON_80NSSC24M0193_080,grant,05,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2025-08-12,D,P00004,-177915.07,TERMINATION FOR CONVENIENCE AGREEMENT - NASA OPEN INNOVATION RESEARCH -SUPPORT FOR STMD DIRECTORATE,NASA OPEN INNOVATION RESEARCH,1033 MASSACHUSETTS AVE STE 3,,CAMBRIDGE,MA,02138,05,CAMBRIDGE,MA,02138,05,19299.47,,description,mirror,
ASST_NON_80NSSC19K1666_080,80NSSC19K1666,ASST_NON_80NSSC19K1666_080,grant,04,"IMEC USA NANOELECTRONICS DESIGN CENTER, INC",2025-08-05,D,P00003,-4219.53,TERMINATION FOR CONVENIENCE AGREEMENT - RODENT HINDLIMB SUSPENSION RODENT CSF AND DIRECT ICP & BIOMARKERS - SUPPORT FOR SOMD DIRECTORATE,THIS STATEMENT OF WORK ENCOMPASSES THREE PROJECTS WITH SIGNIFICANT CONTRIBUTIONS FROM DR. SUSANA ZANELLO AT IMEC USA FLORIDA. THREE PROJECTS WERE AWARDED IN RESPONSE TO THREE SEPARATE NASA RESEARCH ANNOUNCEMENT SOLICITATIONS EACH LISTED BELOW. THIS NASA GRANT WILL COVER THREE PROJECTS ALREADY UNDERWAY FOR WHICH DR. ZANELLO IS THE PRINCIPAL INVESTIGATOR EACH LISTED AND DESCRIBED INDIVIDUALLY HEREIN. PROJECT 1 TITLE: EVALUATION OF HINDLIMB SUSPENSION AS A MODEL TO STUDY OPHTHALMIC COMPLICATIONS IN MICROGRAVITY: OCULAR STRUCTURE AND FUNCTION AND ASSOCIATION WITH INTRACRANIAL PRESSURE SOLICITATION: NNJ11ZSA002NA: RESEARCH AND TECHNOLOGY DEVELOPMENT TO SUPPORT CREW HEALTH AND PERFORMANCE IN SPACE EXPLORATION MISSIONS PROJECT 2 TITLE: A GENE EXPRESSION AND HISTOLOGIC APPROACH TO THE STUDY OF CEREBROSPINAL FLUID PRODUCTION AND OUTFLOW IN HINDLIMB SUSPENDED RATS SOLICITATION: NNJ13ZSA002N-FLAGSHIP: NASA RESEARCH AND TECHNOLOGY DEVELOPMENT TO SUPPORT CREW HEALTH AND PERFORMANCE IN SPACE EXPLORATION MISSIONS PROJECT 3 TITLE: MULTIMODAL MODELING TOWARDS NONINVASIVE ASSESSMENT OF INTRACRANIAL PRESSURE IN WEIGHTLESSNESS AND BIOMARKER IDENTIFICATION OF PREDISPOSITION TO VIIP SYNDROME SOLICITATION: NNJ13ZSA002N-ILSRA: INTERNATIONAL LIFE SCIENCES RESEARCH ANNOUNCEMENT (ILSRA),190 NEOCITY WAY,,KISSIMMEE,FL,34744,09,KISSIMMEE,FL,34744,09,35780.47,,description,mirror,
ASST_NON_80NSSC21M0005_080,80NSSC21M0005,ASST_NON_80NSSC21M0005_080,grant,05,OKLAHOMA STATE UNIVERSITY,2025-07-22,D,P00008,-839920.81,TERMINATION FOR CONVENIENCE AGREEMENT - SCIENCE ACTIVATION PROGRAM INTEGRATION/ SCIENCE ENGAGEMENT & PARTNERSHIPS DIVISION FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD),THE PRIMARY OBJECTIVE OF THE NATIVE EARTH NATIVE SKY (NENS) PROGRAM IS TO BUILD CULTURALLY-RELEVANT EARTH-SKY STEM PROGRAMMING FOR MIDDLE SCHOOLERS IN THREE OKLAHOMA NATIVE AMERICAN NATIONS THAT WILL INCREASE THE STUDENTS UNDERSTANDING OF,401 WHITEHURST HALL,,STILLWATER,OK,74078,03,STILLWATER,OK,74078,03,2141868.19,,description,mirror,
ASST_NON_80NSSC21K1069_080,80NSSC21K1069,ASST_NON_80NSSC21K1069_080,grant,04,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2025-06-20,B,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT -20-OCOST20-0009 APPLICATION OF CONTINUOUS GROUND-BASED REMOTE SENSING TO ANALYSIS OF OCO-2/3 XCO2 AND SIF DATA IN MOSAIC LANDSCAPES -SUPPORT FOR SMD EARTH SCIENCE DIRECTORATE,WE WILL USE THIS ANALYSIS TO CRITICALLY ASSESS SYSTEMATIC BIASES AS A FUNCTION OF TOPOGRAPHY SEASON TIME OF DAY CLOUD EFFECTS ETC.,1033 MASSACHUSETTS AVE 5TH FL,,CAMBRIDGE,MA,02138,05,CAMBRIDGE,MA,02138,05,276650.96,,description,mirror,
CONT_AWD_80GSFC23PA006_8000_-NONE-_-NONE-,80GSFC23PA006,CONT_AWD_80GSFC23PA006_8000_-NONE-_-NONE-,contract,B,"MALIN SPACE SCIENCE SYSTEMS, INC",2025-06-18,F,P00003,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT - MARS SAMPLE RETURN CAMPAIGN CAPTURE, CONTAINMENT, AND RETURN SAMPLE (CCRS) CAMERA","MARS SAMPLE RETURN CAMPAIGN CAPTURE, CONTAINMENT, AND RETURN SAMPLE (CCRS) CAMERA",5880 PACIFIC CENTER BLVD,,SAN DIEGO,CA,92121,51,SAN DIEGO,CA,92121,51,862225.00,862225.00,both,mirror,
CONT_AWD_80GSFC22CA021_8000_-NONE-_-NONE-,80GSFC22CA021,CONT_AWD_80GSFC22CA021_8000_-NONE-_-NONE-,contract,D,NEWTON LLC,2025-06-17,F,P00015,-31752.64,"TERMINATION FOR CONVENIENCE AGREEMENT - CAPTURE, CONTAINMENT RETURN SYSTEM (CCRS) CAPTURE LID MECHANISM (CLM)",CCRS CAPTURE LID MECHANISM,5650 RIVERTECH CT STE A,,RIVERDALE,MD,20737,04,RIVERDALE,MD,20737,04,4459975.78,4459975.78,both,mirror,
CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-,80NSSC25PA641,CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-,contract,B,"MESSE DUSSELDORF NORTH AMERICA, INC.",2025-06-17,C,P00002,-15200.00,TERMINATION FOR CONVENIENCE AGREEMENT - BOOTH SPACE FOR NASA AT AUVSI 2025,BOOTH SPACE FOR NASA AT AUVSI 2025,150 N MICHIGAN AVE,STE 2920,CHICAGO,IL,60601,07,CHICAGO,IL,60601,07,0.00,0.00,description,mirror,
ASST_NON_80NSSC24K0503_080,80NSSC24K0503,ASST_NON_80NSSC24K0503_080,grant,04,GEORGE WASHINGTON UNIVERSITY (THE),2025-06-11,B,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE ASSESSING ENVIRONMENTAL JUSTICE AIR QUALITY AND HEALTH CO-BENEFITS OF TRANSPORT INTERVENTIONS IN U.S. URBAN AREAS - SMD,ASSESSING ENVIRONMENTAL JUSTICE AIR QUALITY AND HEALTH CO-BENEFITS OF TRANSPORT INTERVENTIONS IN U.S. URBAN AREAS,1918 F ST NW,,WASHINGTON,DC,20052,98,WASHINGTON,DC,20052,98,506303.98,,description,mirror,
CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,80NSSC24PC269,CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,contract,B,KPMG LLP,2025-06-10,C,P00002,-24000.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - KPMG ASPIRE IMMERSION,KPMG ASPIRE IMMERSION,8350 BROAD ST STE 900,,MCLEAN,VA,22102,11,MCLEAN,VA,22102,11,96000.00,96000.00,description,mirror,
CONT_IDV_80NSSC24AA014_8000,80NSSC24AA014,CONT_IDV_80NSSC24AA014_8000,idv,IDV_E,"RIOS PARTNERS, LLC",2025-06-09,F,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,THIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES,3100 CLARENDON BLVD STE 200,,ARLINGTON,VA,22201,08,,,,,0.00,15000000.00,both,mirror,
ASST_NON_80NSSC25K7031_080,80NSSC25K7031,ASST_NON_80NSSC25K7031_080,grant,04,TRUSTEES OF TUFTS COLLEGE,2025-06-06,B,P00002,0.00,TERMINATE FOR CONVENIENCE - 23-EEJ23-0029 INTEGRATING EARTH OBSERVATIONS TOWARD ADVANCING EQUITABLE RESILIENCE TO GEOHAZARDS IN A CHANGING CLIMATE,INTEGRATING EARTH OBSERVATIONS TOWARD ADVANCING EQUITABLE RESILIENCE TO GEOHAZARDS IN A CHANGING CLIMATE,169 HOLLAND ST,,SOMERVILLE,MA,02144,07,SOMERVILLE,MA,02144,07,149834.25,,description,mirror,
CONT_AWD_80GSFC24CA024_8000_-NONE-_-NONE-,80GSFC24CA024,CONT_AWD_80GSFC24CA024_8000_-NONE-_-NONE-,contract,D,"A3L FEDERAL WORKS,LLC",2025-05-28,M,P00008,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT-PARTIAL- IV&V PROGRAM OFFICE OF SAFETY & MISSION ASSURANCE (OSMA) KNOWLEDGE MANAGEMENT, EVENTS AND COMMUNICATIONS SUPPORTS (KMECS) IVV CONTRACT","KNOWLEDGE MANAGEMENT, EVENTS AND COMMUNICATIONS SUPPORTS (KMECS) IVV CONTRACT",1000 TECHNOLOGY DR,STE 1217,FAIRMONT,WV,26554,02,FAIRMONT,WV,26554,02,1007597.51,1978784.51,description,mirror,
ASST_NON_80NSSC19K0748_080,80NSSC19K0748,ASST_NON_80NSSC19K0748_080,grant,04,THE PINHEAD INSTITUTE INC,2025-05-14,B,P00006,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - AN ANALYSIS OF LADEE UVS DATA FOR METALLIC SPECIES - SUPPORT FOR SMD DIRECTORATE,THE PROJECT WILL COMBINE LUNAR ATMOSPHERE AND DUST ENVIRONMENT EXPLORER (LADEE) ULTRAVIOLET-VISIBLE SPECTROMETER (UVS) DATA WITH EXOSPHERIC MODELS TO ACHIEVE THE FOLLOWING SCIENTIFIC OBJECTIVES:. 1. DISCOVER OR ESTABLISH MORE STRINGENT LIMITS FOR PREVIOUSLY UNDETECTED METALS (SI AL MG CA TI FE) IN THE LUNAR EXOSPHERE; . 2. DETERMINE THE SPATIAL AND TEMPORAL STRUCTURE OF GASEOUS METALS AND ATOMIC OXYGEN AND UNDERSTAND THE PROCESSES THAT CONTROL THEIR DISTRIBUTION AND VARIABILITY. .PRELIMINARY ANALYSES SHOWN IN THIS PROPOSAL DEMONSTRATE THAT UVS DATA REVEAL NOT ONLY DETECTIONS BUT ALSO OFFER SPATIAL AND TEMPORAL RESOLUTION SUFFICIENT TO FULFILL THESE OBJECTIVES. .,300 S MAHONEY DR STE C6C,,TELLURIDE,CO,81435,03,TELLURIDE,CO,81435,03,114321.00,,description,mirror,
ASST_NON_80NSSC23M0020_080,80NSSC23M0020,ASST_NON_80NSSC23M0020_080,grant,05,BLUE MARBLE SPACE,2025-05-14,B,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - THREE-DIMENSIONAL MODELING OF OBSERVABLE TERRESTRIAL WORLDS - SUPPORT FOR SMD DIRECTORATE,UNSOLICITED. THREE-DIMENSIONAL MODELING OF OBSERVABLE TERRESTRIAL WORLDS,716 SEWELL BRANCH RD,,CLAYTON,DE,19938,00,CLAYTON,DE,19938,00,44879.00,,description,mirror,
ASST_NON_80NSSC24K0913_080,80NSSC24K0913,ASST_NON_80NSSC24K0913_080,grant,04,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE - USING NASA EARTH OBSERVATIONS TO SUPPORT ENVIRONMENTAL JUSTICE COMMUNITIES IN ATLANTA GEORGIA - SUPPORT FOR SMD DIRECTORATE,USING NASA EARTH OBSERVATIONS TO SUPPORT ENVIRONMENTAL JUSTICE COMMUNITIES IN ATLANTA GEORGIA,7000 FANNIN ST FL 9,,HOUSTON,TX,77030,18,HOUSTON,TX,77030,18,40652.80,,description,mirror,
ASST_NON_80NSSC25K7029_080,80NSSC25K7029,ASST_NON_80NSSC25K7029_080,grant,04,RESEARCH TRIANGLE INSTITUTE,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - PROJECT GREEN: GREENSPACE AND REMOTE SENSING FOR THE ENVIRONMENT AND EQUITY IN NEIGHBORHOODS - SUPPORT FOR SMD DIRECTORATE,PROJECT GREEN: GREENSPACE AND REMOTE SENSING FOR THE ENVIRONMENT AND EQUITY IN NEIGHBORHOODS.,3040 CORNWALLIS RD,,RESEARCH TRIANGLE PARK,NC,27709,04,RESEARCH TRIANGLE PARK,NC,27709,04,15620.96,,description,mirror,
